Period,MLR_No,Licensee_Name_Eng,Licensee_Name_Chi,Hotline,Third_Party_Eng,Third_Party_Chi,Third_Party_Addr_Eng,Third_Party_Addr_Chi,Reg_Date
As at 12:00 noon of 3 January 2022 ,3534,Goldmax Finance Limited,金溢財務有限公司,2736 7083,502 LIMITED,,FLAT/RM 1315 PROFIT IND BLDG 1-15 KWAI FUNG CRESCENT KWAI FONG NT,,11/12/2019
As at 12:00 noon of 3 January 2022 ,3534,Goldmax Finance Limited,金溢財務有限公司,2736 7083,CHENG WING MING,鄭永明,FLAT 3807 38/F LOK CHING HOUSE 12 MUK HUNG STREET KAI CHING ESTATE KOWLOON CITY KOWLOON,,18/12/2019
As at 12:00 noon of 3 January 2022 ,3534,Goldmax Finance Limited,金溢財務有限公司,2736 7083,City Gateway Company Limited ,城連有限公司,FLAT/RM 1102 BLK B 11/F CHUAN YUAN FACTORY BUILDING 342-344 KWUN TONG ROAD KWUN TONG KL,,20/12/2019
As at 12:00 noon of 3 January 2022 ,3534,Goldmax Finance Limited,金溢財務有限公司,2736 7083,YUNG TSZ CHUNG,容子聰,RM 207 2/F CHEUNG YAM HSE ON YAM EST KWAI CHUNG NEW TERRITORIES,,20/12/2019
As at 12:00 noon of 3 January 2022 ,3534,Goldmax Finance Limited,金溢財務有限公司,2736 7083,Sankala Assets Consulting Limited ,山旮旯資產顧問有限公司,SHOP 64 1/F HOUSTON CENTRE 63 MODY ROAD TSIM SHA TSUI KL,,14/1/2020
As at 12:00 noon of 3 January 2022 ,3534,Goldmax Finance Limited,金溢財務有限公司,2736 7083,Premier (Asia) Group Company Limited ,卓越(亞洲)企業集團有限公司,"FLAT 1602, 16/F, GOLDEN GATE COMMERCIAL BUILDING, 136-138 AUSTIN ROAD, TSIM SHA TSUI, HONG KONG",,19/3/2020
As at 12:00 noon of 3 January 2022 ,3534,Goldmax Finance Limited,金溢財務有限公司,2736 7083,CHONG MAN SHING,莊文成,,新界屯門田景路31號良景村04座良智樓20樓06室,27/3/2020
As at 12:00 noon of 3 January 2022 ,3534,Goldmax Finance Limited,金溢財務有限公司,2736 7083,Mo Chun Fung,巫振峰,,新界大埔太和路2號寶雅苑C座家和閣16樓05室,8/5/2020
As at 12:00 noon of 3 January 2022 ,3534,Goldmax Finance Limited,金溢財務有限公司,2736 7083,KEYMAX INTERNATIONAL DEVELOPMENT LIMITED ,啓盛國際發展有限公司,,九龍石硤尾街55號地下C鋪,12/5/2020
As at 12:00 noon of 3 January 2022 ,3534,Goldmax Finance Limited,金溢財務有限公司,2736 7083,LEUNG TAK YIU,梁德耀,NO.7 TONG SHEUNG VILL LAM TSUEN TAI PO NT,,16/6/2020
As at 12:00 noon of 3 January 2022 ,3534,Goldmax Finance Limited,金溢財務有限公司,2736 7083,LENDELA LIMITED,,"UNIT 1109, 11/F, DOMINION CTR, 43-59 QUEEN'S RD EAST, HONG KONG",,29/6/2020
As at 12:00 noon of 3 January 2022 ,3534,Goldmax Finance Limited,金溢財務有限公司,2736 7083,LEE BO CONSULTANT,利寶顧問,"24D, BUILDING 7, GRANDEUR TERRACE, TIN SHUI WAI, NT",,29/6/2020
As at 12:00 noon of 3 January 2022 ,3534,Goldmax Finance Limited,金溢財務有限公司,2736 7083,CHIN KIN IENG,錢建英,"10/F, FUK HING BUILDING, 24 FUK TSUN STREET, TAI KOK TSUI, KOWLOON",,8/7/2020
As at 12:00 noon of 3 January 2022 ,3534,Goldmax Finance Limited,金溢財務有限公司,2736 7083,NO.1 PROFESSIONAL CONSULTANT,帝壹專財,"Unit 02, 11/F Workingport Comm Bldg, No.3 Hau Fook St, Tsim Sha Tsui, Kowloon",,8/7/2020
As at 12:00 noon of 3 January 2022 ,3534,Goldmax Finance Limited,金溢財務有限公司,2736 7083,Perth Property Mortgage Management Company,珀斯地產按揭管理公司,SHOP B33 BASEMENT CHEVALIER HOUSE 45-51 CHATHAM RD S TSIM SHA TSUI KL,,14/8/2020
As at 12:00 noon of 3 January 2022 ,3534,Goldmax Finance Limited,金溢財務有限公司,2736 7083,WONG YAU CHIU,王友超,,香港九龍藍田德田邨德盛樓301室,14/8/2020
As at 12:00 noon of 3 January 2022 ,3534,Goldmax Finance Limited,金溢財務有限公司,2736 7083,McGergor Assets (H.K.) Company Limited,麥加力資產(香港)有限公司,FLAT/RM T 4/F HARIBEST INDUSTRIAL BUILDING 45-47 AU PUI WAN STREET FOTAN NT,,21/8/2020
As at 12:00 noon of 3 January 2022 ,3534,Goldmax Finance Limited,金溢財務有限公司,2736 7083,TREASURE ERA LIMITED,,FLAT/RM 716 ASIA TRADE CENTRE 79 LEI MUK ROAD KWAI CHUNG NT,,21/8/2020
As at 12:00 noon of 3 January 2022 ,3534,Goldmax Finance Limited,金溢財務有限公司,2736 7083,LP (HK) Limited ,力鋒(香港)有限公司,6/F KIMBERLEY PLAZA 45-47 KIMBERLEY ROAD TSIM SHA TSUI KL,,24/8/2020
As at 12:00 noon of 3 January 2022 ,3534,Goldmax Finance Limited,金溢財務有限公司,2736 7083,GRAND BRILLIANT PROPERTY AGENCY LIMITED,宏博物業代理有限公司,FLAT/RM 07-08 4/F HING YIP COMMERCIAL CENTRE 272-284 DES VOEUX ROAD CENTRAL SHEUNG WAN HK,,16/9/2020
As at 12:00 noon of 3 January 2022 ,3534,Goldmax Finance Limited,金溢財務有限公司,2736 7083,KU ON WAH DORIS,谷安華,,新界將軍澳寶琳北路38號景林村07座景榆樓17樓12室,6/11/2020
As at 12:00 noon of 3 January 2022 ,3534,Goldmax Finance Limited,金溢財務有限公司,2736 7083,MARCUS (ASIA) BUSINESS CONSULTANT COMPANY,梓晉(亞洲)企業顧問公司,FLAT/RM 1202 12/F LANDWIDE COMMERCIAL BUILDING 118-120 AUSTIN ROAD KL,,6/11/2020
As at 12:00 noon of 3 January 2022 ,3534,Goldmax Finance Limited,金溢財務有限公司,2736 7083,I Believe Finance Limited,信景財務有限公司,,香港荃灣沙咀道362號全發商業大廈2206室 ,29/1/2021
As at 12:00 noon of 3 January 2022 ,2032,Goldvole Finance Limited,金宏利財務有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,4861,Good Cheer Global Limited,-,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,4785,Good Finance Limited,好財務有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,5037,Good Financial Limited,-,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,3405,Good Fortune Credit Limited,好運來財務有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,2644,Good Future Finance Limited,運通財務有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,4862,Good Hero Holdings Limited,正豪集團有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,4862,Good Hero Holdings Limited,正豪集團有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,6056,Good Idea Capital Limited,理想金融有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,4570,Good Sino Finance Limited,港俊理財有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,3804,Good Success Finance Limited,成利財務有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,5047,Good Time Global Limited,好時年國際有限公司,2122 9923,Cyber Link Consultants Co.,,"Flat D, 17/F., Nathan Commercial Building, 430-436 Nathan Road, Kowloon",,22/6/2018
As at 12:00 noon of 3 January 2022 ,5047,Good Time Global Limited,好時年國際有限公司,2122 9923,Lee's Consultants Company,,"Flat 507-8, 5/F., China Insurance Group Building, 141 Des Voeux Road, Central, Hong Kong",,30/8/2018
As at 12:00 noon of 3 January 2022 ,3433,Goodstone Development Limited,帝信發展有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,3064,Goodview Finance Limited,裕景財務有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,5501,Goodway Finance Limited,668財務有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,1334,Goodwill Credit Limited,金滙授信有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,5917,Goodwill Group (Hong Kong) Limited,駿宏集團有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,5071,Goodwill Professional Consultant Limited,-,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,6075,Gopenguin Finance Limited,金企鵝財務有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,3478,G-Prop Services Limited,-,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,4228,Grand Asia Mortgage Services Limited,宏亞按揭服務有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,3872,Grand Billion Finance Limited,宏億財務有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,5985,Grand China Wealth Management Limited,華業財富管理有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,943,Grand City Investment Limited,浩城投資有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,3242,Grand Crystal Investment Limited,新晶投資有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,3947,Grand Diamond Investment Limited,君鑽投資有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,4209,Grand Eagle International Group (Holdings) Limited,翱翔國際集團(控股)有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,5694,Grand Ease Credit Limited,宏安信貸有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,5633,Grand Famous Corporation Limited,榮銘有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,4506,Grand Finance Limited,高昇財務有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,4595,Grand Harbour Finance Limited,泓港財務有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,4668,Grand Harvest Credit Service Limited,鴻豐信貸有限公司,3910 6068,PROFESSIONAL (INT'L) ASSET MANAGEMENT COMPANY LIMITED ,滙信(國際)資產管理有限公司,"RM 1909, 19/F, FORTUNE COMM BLDG., 362 SHA TSUI RD, TSUEN WAN",,27/1/2017
As at 12:00 noon of 3 January 2022 ,4668,Grand Harvest Credit Service Limited,鴻豐信貸有限公司,3910 6068,PROFESSIONAL MORTGAGE REFERRAL CO. ,匯信物業按揭轉介,"UNIT 9, 19/F, FORTUNE COMMERCIAL BUILDING, NO. 362 SHA TSUI ROAD, TSUEN WAN",,27/1/2017
As at 12:00 noon of 3 January 2022 ,4668,Grand Harvest Credit Service Limited,鴻豐信貸有限公司,3910 6068,WONG KIN HUM,,"RM D, 60/F, TOWER 6, BANYAN GARDEN, 863 LAI CHI KOK RD, KLN.",,13/2/2017
As at 12:00 noon of 3 January 2022 ,4668,Grand Harvest Credit Service Limited,鴻豐信貸有限公司,6623 2384,MYCHOICES MORTGAGE SOLUTIONS (HK) LIMITED,焯檢信貸策劃有限公司,"RM 1-2, 7/F, Hermes Commercial Centre, No. 4, Hillwood Road, Tsim Sha Tsui",,9/8/2018
As at 12:00 noon of 3 January 2022 ,5767,Grand Harvest Finance Limited,益豐財務有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,5067,Grand Horizon Fortune Company Limited ,鴻達財富有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,4397,Grand Mark Worldwide Limited,嘉滙環球有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,2812,Grand Ming Finance Company Limited,佳明財務有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,2667,Grand Ocean Credit Limited,保得財務有限公司,3101 9828,Integrity Enterprises Limited,誠信業務有限公司,"Flat C, 26/F., Legend Tower, 7 Shing Yip Street, Kwun Tong, Kowloon, Hong Kong",,16/6/2021
As at 12:00 noon of 3 January 2022 ,2667,Grand Ocean Credit Limited,保得財務有限公司,3101 9828,Premier (Asia) Group Company Limited ,卓越(亞洲)企業集團有限公司,"Flat 1602, 16/F., Golden Gate Commercial Building, 136-138 Austin Road, Tsim Sha Tsui, Hong Kong",,18/6/2021
As at 12:00 noon of 3 January 2022 ,2667,Grand Ocean Credit Limited,保得財務有限公司,3101 9828,HopesFung (Hong Kong-Asia) Limited,灝豐香港亞洲有限公司,"Rooms 05-06, 22nd Floor, Richmond Commercial Building, 109 Argyle Street, Mongkok, Kowloon.",香港九龍旺角亞皆老街109號皆旺商業大廈22樓05-06室,18/6/2021
As at 12:00 noon of 3 January 2022 ,2667,Grand Ocean Credit Limited,保得財務有限公司,3101 9828,HOPEKINS INTERNATIONAL LIMITED,鎬勤有限公司,"Flat A, 12/F., Southgate Commercial Centre, 29 Granville Road, Tsim Sha Tsui, Kowloon",,18/6/2021
As at 12:00 noon of 3 January 2022 ,2667,Grand Ocean Credit Limited,保得財務有限公司,3101 9828,Competence Mortgage Consultancy Limited,實力按揭顧問有限公司,"Room 1401, 14/F., Kowloon Building, No.555 Nathan Road, Kowloon",,18/6/2021
As at 12:00 noon of 3 January 2022 ,2667,Grand Ocean Credit Limited,保得財務有限公司,3101 9828,Sankala Assets Consulting Limited,山旮旯資產顧問有限公司,"Shop 64, 1/F., Houston Centre, 63 Mody Road, Tsim Sha Tsui, Kowloon, Hong Kong",,15/7/2021
As at 12:00 noon of 3 January 2022 ,2667,Grand Ocean Credit Limited,保得財務有限公司,3101 9828,Zone D Properties Agency Limited ,兄弟置業有限公司,"Unit No. 1201C on 12/F., Witty Commercial Building, Nos. 1A/1L Tung Choi Street, Kowloon",,27/7/2021
As at 12:00 noon of 3 January 2022 ,2667,Grand Ocean Credit Limited,保得財務有限公司,3101 9828,Brightness Knight Management Limited,,"Cockloft, Shop 10, G/F., Valiant Court, 5 Peace Avenue, Ho Man Tin, Kowloon, Hong Kong",,27/7/2021
As at 12:00 noon of 3 January 2022 ,2667,Grand Ocean Credit Limited,保得財務有限公司,3101 9828,W . T Capital (Asia) Limited,宏泰資本(亞洲)有限公司,"Flat 1503B, 15/F., Nan Fung Centre, 264/298 Castle Peak Road, Tsuen Wan, Hong Kong.",,24/8/2021
As at 12:00 noon of 3 January 2022 ,2667,Grand Ocean Credit Limited,保得財務有限公司,3101 9828,SMART FINANCIAL CONSULTANTS LIMITED,財駿理財顧問有限公司,"Flat C, 18/F, Harvard Commercial Building, 105-111 Thomson Road, Wanchai, Hong Kong",,9/11/2021
As at 12:00 noon of 3 January 2022 ,2667,Grand Ocean Credit Limited,保得財務有限公司,3101 9828,Yilan Consultant Company Limited,憶利安顧問有限公司,"Flat 12, 17/F., Golden Era Plaza, 39 Sai Yee Street, Mongkok, Kowloon, Hong Kong",,16/11/2021
As at 12:00 noon of 3 January 2022 ,2667,Grand Ocean Credit Limited,保得財務有限公司,3101 9828,LALALEND LIMITED,,"Unit F, 37/F., COS Centre, 56 Tsun Yip Street, Kwun Tong, Kowloon.",,24/11/2021
As at 12:00 noon of 3 January 2022 ,5893,Grand Ocean Enterprise Limited,海盛信貸有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,305,Grand Pacific Equity Limited,君亞資產管理有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,5250,Grand Partners Finance Limited,利盟財務有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,EVER KEY LIMITED ,恒啓有限公司,"Flat A, 13/F Shing Hing Commercial Building, 21-27 Wing Kut Street, Sheung Wan, Hong Kong",,1/12/2016
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,DR. MORTGAGE BROKER LIMITED ,樓按博士按揭經紀有限公司,"Flat 12, 28/F Global Gateway Tower, No. 63 Wing Hong Street, Cheung Sha Wan, Kowloon",,1/12/2016
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,No.1 Consultant (Hong Kong) Company,,"Room 918, 9/F Kin Tak Fung Industrial Building, 174 Wai Yip Street, Kwun Tong",,1/12/2016
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,Lokson Sumptuous Asset Limited ,諾信豐盛資產有限公司,"Flat B, 1/F, 133-135 Kwai Lam Street, Shum Shui Po, Kowloon",,1/12/2016
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,MY Accounting Services Limited ,萬誼會計事務有限公司,"Suite 1618, Level 16, Tower 1, Metroplaza, Kwai Fong, New Territories",,1/12/2016
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,Full Wealth Accounting Affairs Company Limited ,富永會計事務顧問有限公司,Flat 1302 13/F 655 Nathan Road Kowloon,,1/12/2016
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,Lee Kwan Lok,,,旺角花園街213號花園大樓9樓F室,1/12/2016
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,Yu Pak Chiu ,余百超,"Room 3431, Hop Kwai House, Kwai Chung Estate, Kwai Chung, NT ",新界葵涌邨合葵樓3431室,19/12/2016
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,18 Finance Consultancy Limited ,理財18顧問有限公司,"Flat A3, 35th Floor, TML Tower, No. 3 Hoi Shing Road, Tsuen Wan, New Territories ",新界荃灣海盛路3號TML廣場35樓A3室,28/12/2016
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,Sonic Pro Asia Limited ,忠迅亞洲有限公司,"Flat 1905, 19th Floor, Elite Centre, 22 Hung To Road, Kwun Tong, Kowloon ",九龍鴻圖道22號俊匯中心19樓1905室,28/12/2016
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,KAWONG CONSULTANT LIMITED ,家旺顧問有限公司,"Flat 6, 16th Floor, Wealth Commercial Centre, No. 48 Kwong Wa Street, Kowloon ",九龍旺角廣華街48號廣發商業中心16樓6室,10/1/2017
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,WON CHOICE HUMAN RESOURCES LIMITED ,宏才人力資源有限公司,"Flat 4, Level 13, Block B, 1-3 Chui Tin Street, Greenview Garden, Shatin, New Territories, Hong Kong.",新界大圍翠田街1-3號愉景花園B座13樓4室,8/2/2017
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,Chang Keith,張傑,"Room A, 8th Floor, Kam Wah Building, 382-388 Des Voeux Road West, Hong Kong",香港西環德輔道西382-388號錦華大廈8樓A室,20/3/2017
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,FULL TEAM CAPITAL INVESTMENT LIMITED ,聯豐創富有限公司,"Office A, 5/F, Wanchai Commercial Centre, Nos. 194-204 Johnston Road, Hong Kong",香港灣仔莊士敦道194-204號灣仔商業中心5樓A室,24/5/2017
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,MASTER DEAL CONSULTANT (HK) LIMITED ,保庫按揭顧問有限公司,Room 24D Tai Yau Building 181 Johnston Road Wan Chai Hong Kong,香港灣仔莊士敦道181號大有大廈24D室,27/7/2017
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,Anthon Consulting Co.,安東顧問公司,Unit D8 6/F Block 2 Camelpaint Building 62 Hoi Yuen Road Kwun Tong Kowloon,九龍觀塘開源道62號駱駝漆大廈6樓D8室,27/10/2017
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,Lam Ka Wah Gary,林家華,Rm 3016 On Yeung House Cheung On Estate Tsing Yi New Territories,,23/4/2018
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,Nation Rise Services Limited,華升服務有限公司,"Room 3016, 30/F, On Yeung House, Cheung On Estate, Tsing Yi, New Territories, Hong Kong",,8/6/2018
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,One & Only Connection Service Company Limited ,唯一配對策劃有限公司,UNIT 2 RM 1109 (D) BLK 2 ENTERPRISE SQUARE 9 SHEUNG YUET RD KOWLOON BAY HONG KONG,,11/6/2018
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,THORNTON CONSULTANTS,,"Flat/Rm 5, 9/F, Lancashire Centre, 361 Shau Kei Wan Road, Shau Kei Wan, Hong Kong.",,12/7/2018
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,SZE-TO Tak Wah Desmond,司徒德華,Flat H Block 2 20/F Fullview Garden No 18 Siu Sai Wan Road Chai Wan Hong Kong,,12/7/2018
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,FORTUNE ASSETS SERVICES LIMITED ,恒富資產服務有限公司,Flat/RM 301-2 3/F Laford Centre 838 Lai chi Kok Road Cheung Sha Wan Kowloon,,21/11/2018
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,Hoi Tin International Planning Co. Limited ,愷天國際策劃有限公司,Flat/Rm 12 25/F Langham Place Office Tower 8 Argyle Street Mongkok,,29/3/2019
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,Plotio Advisory & Management Limited ,百利好諮詢管理有限公司,"RM 03-04, 16/F Tower 5 China Hong Kong City 33 Canton Road TST Hong Kong",,23/4/2019
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,MATCHINGPRO LIMITED ,配對寶有限公司,2/F Dah Sing Life Bldg 99-105 Des Vouex Rd C Central HK,,20/5/2019
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,Best Leader Consultancy Limited ,佳領專業顧問有限公司,,香港觀塘巧明街111-113號富利廣場21樓2108室,10/7/2019
As at 12:00 noon of 3 January 2022 ,3589,Grand Prospects Finance International Limited,華泰財務國際有限公司,2313 9176,Tyee Securities Limited ,天易證券有限公司,"Suite 2102, 21/F, Prosperity Tower, 39 Queen's Road Central, Central, Hong Kong ",,11/7/2019
